IDPasivo;Nombre_Institucion;CategoriaCargo_Nombre;Nombre_Pasivo;Apellidos_Pasivo;CodigoNacionalidadIso_Pasivo;DocumentoPaisIso_Pasivo;FechaInicio_Pasivo;FechaTermino_Pasivo;LinkAudienciaReunion_Pasivo;LinkViajes_Pasivo;LinkDonativos_Pasivo;CargoFuncion_Pasivo;IDORPortal_Institucion
82138;SUBSECRETARÍA DE EDUCACIÓN;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19.886; Sergio ;San Martín Valenzuela;CHL;CHL;2014-12-17;2014-12-17;https://www.leylobby.gob.cl/instituciones/AJ001/cargos-pasivos/953/audiencias;https://www.leylobby.gob.cl/instituciones/AJ001/cargos-pasivos/953/viajes;https://www.leylobby.gob.cl/instituciones/AJ001/cargos-pasivos/953/donativos;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19886;AJ001
82139;SUBSECRETARÍA DEL TRABAJO;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19.886;Sebastián;Frangini Osorio;CHL;CHL;2015-01-23;2015-02-02;https://www.leylobby.gob.cl/instituciones/AL001/cargos-pasivos/954/audiencias;https://www.leylobby.gob.cl/instituciones/AL001/cargos-pasivos/954/viajes;https://www.leylobby.gob.cl/instituciones/AL001/cargos-pasivos/954/donativos;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19886;AL001
82140;SUBSECRETARÍA DEL TRABAJO;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19.886;Felipe;Avendaño Córdova;CHL;CHL;2015-01-23;2015-02-02;https://www.leylobby.gob.cl/instituciones/AL001/cargos-pasivos/955/audiencias;https://www.leylobby.gob.cl/instituciones/AL001/cargos-pasivos/955/viajes;https://www.leylobby.gob.cl/instituciones/AL001/cargos-pasivos/955/donativos;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19886;AL001
82141;SUBSECRETARÍA DEL TRABAJO;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19.886;Karina;Álvarez Gutiérrez;CHL;CHL;2015-01-23;2015-02-02;https://www.leylobby.gob.cl/instituciones/AL001/cargos-pasivos/956/audiencias;https://www.leylobby.gob.cl/instituciones/AL001/cargos-pasivos/956/viajes;https://www.leylobby.gob.cl/instituciones/AL001/cargos-pasivos/956/donativos;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19886;AL001
82142;CONSEJO NACIONAL DE LA CULTURA Y LAS ARTES (CNCA);Subsecretario;RAFAEL WENCESLAO;ARAYA BUGUEÑO;CHL;CHL;2015-01-23;2015-03-02;https://www.leylobby.gob.cl/instituciones/AV001/cargos-pasivos/957/audiencias;https://www.leylobby.gob.cl/instituciones/AV001/cargos-pasivos/957/viajes;https://www.leylobby.gob.cl/instituciones/AV001/cargos-pasivos/957/donativos;SUBDIRECTOR SUBROGANTE;AV001
82143;SUBSECRETARÍA DE SALUD PÚBLICA ;Ministro;Carmen;Castillo Taucher;CHL;CHL;2015-01-23;;https://www.leylobby.gob.cl/instituciones/AO001/cargos-pasivos/961/audiencias;https://www.leylobby.gob.cl/instituciones/AO001/cargos-pasivos/961/viajes;https://www.leylobby.gob.cl/instituciones/AO001/cargos-pasivos/961/donativos;Ministro(a);AO001
82144;FUERZA AÉREA DE CHILE;Encargado de adquisiciones en las Fuerzas Armadas y de Orden y Seguridad Pública;Felipe;Álvarez Palma;CHL;CHL;2015-01-26;2015-02-27;https://www.leylobby.gob.cl/instituciones/AD008/cargos-pasivos/962/audiencias;https://www.leylobby.gob.cl/instituciones/AD008/cargos-pasivos/962/viajes;https://www.leylobby.gob.cl/instituciones/AD008/cargos-pasivos/962/donativos;Director del Servicio Aerofotogramétrico de la Fuerza Aérea de Chile, Subrogante;AD008
82145;CONSEJO DE DEFENSA DEL ESTADO (CDE);Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19.886;Ivanhoe;Aguirre Rivera;CHL;CHL;2014-12-15;2015-02-11;https://www.leylobby.gob.cl/instituciones/AX001/cargos-pasivos/963/audiencias;https://www.leylobby.gob.cl/instituciones/AX001/cargos-pasivos/963/viajes;https://www.leylobby.gob.cl/instituciones/AX001/cargos-pasivos/963/donativos;Jefe Subdepartamento Administrativo;AX001
82146;CONSEJO DE DEFENSA DEL ESTADO (CDE);Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19.886;Felipe Antonio;Krauss Benavente;CHL;CHL;2014-12-15;2015-02-11;https://www.leylobby.gob.cl/instituciones/AX001/cargos-pasivos/964/audiencias;https://www.leylobby.gob.cl/instituciones/AX001/cargos-pasivos/964/viajes;https://www.leylobby.gob.cl/instituciones/AX001/cargos-pasivos/964/donativos;CIO Institucional;AX001
82147;CONSEJO DE DEFENSA DEL ESTADO (CDE);Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19.886;Roberto;Soto Villarroel;CHL;CHL;2014-12-15;2015-02-11;https://www.leylobby.gob.cl/instituciones/AX001/cargos-pasivos/965/audiencias;https://www.leylobby.gob.cl/instituciones/AX001/cargos-pasivos/965/viajes;https://www.leylobby.gob.cl/instituciones/AX001/cargos-pasivos/965/donativos;Encargado de Compras;AX001
82148;CONSEJO DE DEFENSA DEL ESTADO (CDE);Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19.886;Felipe;Burgos Carrasco;CHL;CHL;2014-12-15;2015-02-11;https://www.leylobby.gob.cl/instituciones/AX001/cargos-pasivos/966/audiencias;https://www.leylobby.gob.cl/instituciones/AX001/cargos-pasivos/966/viajes;https://www.leylobby.gob.cl/instituciones/AX001/cargos-pasivos/966/donativos;Encargado de Compras;AX001
82149;CONSEJO DE DEFENSA DEL ESTADO (CDE);Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19.886;Sandra;Mosnaim Medina;CHL;CHL;2014-12-15;2015-02-11;https://www.leylobby.gob.cl/instituciones/AX001/cargos-pasivos/967/audiencias;https://www.leylobby.gob.cl/instituciones/AX001/cargos-pasivos/967/viajes;https://www.leylobby.gob.cl/instituciones/AX001/cargos-pasivos/967/donativos;Abogado Asesor DAG;AX001
82150;ESTADO MAYOR CONJUNTO;Encargado de adquisiciones en las Fuerzas Armadas y de Orden y Seguridad Pública;Carlos ;Castillo Villarroel;CHL;CHL;2015-01-27;2015-03-04;https://www.leylobby.gob.cl/instituciones/AD023/cargos-pasivos/973/audiencias;https://www.leylobby.gob.cl/instituciones/AD023/cargos-pasivos/973/viajes;https://www.leylobby.gob.cl/instituciones/AD023/cargos-pasivos/973/donativos;Encargado de adquisiciones en las Fuerzas Armadas y de Orden y Seguridad Pública Subrogante;AD023
82151;SUBSECRETARÍA DE TURISMO;Subsecretario;Verónica Ilse;Kunze Neubauer;CHL;CHL;2015-01-27;2015-01-27;https://www.leylobby.gob.cl/instituciones/AH011/cargos-pasivos/974/audiencias;https://www.leylobby.gob.cl/instituciones/AH011/cargos-pasivos/974/viajes;https://www.leylobby.gob.cl/instituciones/AH011/cargos-pasivos/974/donativos;Subsecretaria Subrogante;AH011
82152;ESTADO MAYOR CONJUNTO;Encargado de adquisiciones en las Fuerzas Armadas y de Orden y Seguridad Pública;Felipe;García-Huidobro Correa;CHL;CHL;2015-01-24;2015-01-30;https://www.leylobby.gob.cl/instituciones/AD023/cargos-pasivos/975/audiencias;https://www.leylobby.gob.cl/instituciones/AD023/cargos-pasivos/975/viajes;https://www.leylobby.gob.cl/instituciones/AD023/cargos-pasivos/975/donativos;Encargado de adquisiciones en las Fuerzas Armadas y de Orden y Seguridad Pública Subrogante;AD023
82153;ESTADO MAYOR CONJUNTO;Encargado de adquisiciones en las Fuerzas Armadas y de Orden y Seguridad Pública;Fernando ;Osses Camus;CHL;CHL;2015-01-31;2015-03-01;https://www.leylobby.gob.cl/instituciones/AD023/cargos-pasivos/976/audiencias;https://www.leylobby.gob.cl/instituciones/AD023/cargos-pasivos/976/viajes;https://www.leylobby.gob.cl/instituciones/AD023/cargos-pasivos/976/donativos;Encargado de adquisiciones en las Fuerzas Armadas y de Orden y Seguridad Pública Subrogante;AD023
82154;SUBSECRETARÍA DE ECONOMÍA;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19.886;Mariela ;Acevedo Peric;CHL;CHL;2015-01-19;2015-02-11;https://www.leylobby.gob.cl/instituciones/AH001/cargos-pasivos/977/audiencias;https://www.leylobby.gob.cl/instituciones/AH001/cargos-pasivos/977/viajes;https://www.leylobby.gob.cl/instituciones/AH001/cargos-pasivos/977/donativos;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19886;AH001
82155;SUBSECRETARÍA DE ECONOMÍA;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19.886;Gladys;Ruiz Vera;CHL;CHL;2015-01-19;2015-02-11;https://www.leylobby.gob.cl/instituciones/AH001/cargos-pasivos/978/audiencias;https://www.leylobby.gob.cl/instituciones/AH001/cargos-pasivos/978/viajes;https://www.leylobby.gob.cl/instituciones/AH001/cargos-pasivos/978/donativos;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19886;AH001
82156;SUBSECRETARÍA DE ECONOMÍA;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19.886;Macarena;Sanchez Fierro;CHL;CHL;2015-01-19;2015-02-11;https://www.leylobby.gob.cl/instituciones/AH001/cargos-pasivos/979/audiencias;https://www.leylobby.gob.cl/instituciones/AH001/cargos-pasivos/979/viajes;https://www.leylobby.gob.cl/instituciones/AH001/cargos-pasivos/979/donativos;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19886;AH001
82157;SUBSECRETARÍA DE ECONOMÍA;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19.886;Claudia;Lucero Tobar;CHL;CHL;2015-01-19;2015-02-11;https://www.leylobby.gob.cl/instituciones/AH001/cargos-pasivos/980/audiencias;https://www.leylobby.gob.cl/instituciones/AH001/cargos-pasivos/980/viajes;https://www.leylobby.gob.cl/instituciones/AH001/cargos-pasivos/980/donativos;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19886;AH001
82158;SUBSECRETARÍA DE ECONOMÍA;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19.886;Giancarlo;Lubiano Forno;CHL;CHL;2015-01-19;2015-02-11;https://www.leylobby.gob.cl/instituciones/AH001/cargos-pasivos/981/audiencias;https://www.leylobby.gob.cl/instituciones/AH001/cargos-pasivos/981/viajes;https://www.leylobby.gob.cl/instituciones/AH001/cargos-pasivos/981/donativos;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19886;AH001
82159;SUBSECRETARÍA DE ECONOMÍA;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19.886;Sergio;Castañeda Bustamante;CHL;CHL;2015-01-19;2015-02-11;https://www.leylobby.gob.cl/instituciones/AH001/cargos-pasivos/982/audiencias;https://www.leylobby.gob.cl/instituciones/AH001/cargos-pasivos/982/viajes;https://www.leylobby.gob.cl/instituciones/AH001/cargos-pasivos/982/donativos;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19886;AH001
82160;SUBSECRETARÍA DE ECONOMÍA;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19.886;Mariela ;Acevedo Peric;CHL;CHL;2015-01-19;2015-02-09;https://www.leylobby.gob.cl/instituciones/AH001/cargos-pasivos/983/audiencias;https://www.leylobby.gob.cl/instituciones/AH001/cargos-pasivos/983/viajes;https://www.leylobby.gob.cl/instituciones/AH001/cargos-pasivos/983/donativos;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19886;AH001
82161;SUBSECRETARÍA DE ECONOMÍA;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19.886;Paola Andrea;Vergara Gallegos ;CHL;CHL;2015-01-19;2015-02-09;https://www.leylobby.gob.cl/instituciones/AH001/cargos-pasivos/984/audiencias;https://www.leylobby.gob.cl/instituciones/AH001/cargos-pasivos/984/viajes;https://www.leylobby.gob.cl/instituciones/AH001/cargos-pasivos/984/donativos;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19886;AH001
82162;SUBSECRETARÍA DE ECONOMÍA;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19.886;Victor;Del Valle Zelada;CHL;CHL;2015-01-19;2015-02-09;https://www.leylobby.gob.cl/instituciones/AH001/cargos-pasivos/985/audiencias;https://www.leylobby.gob.cl/instituciones/AH001/cargos-pasivos/985/viajes;https://www.leylobby.gob.cl/instituciones/AH001/cargos-pasivos/985/donativos;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19886;AH001
82163;CORPORACIÓN ADMINISTRATIVA DEL PODER JUDICIAL;Otro;Zvonimir ;Koporcic Alfaro;CHL;CHL;2015-01-28;;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/986/audiencias;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/986/viajes;https://www.leylobby.gob.cl/instituciones/NR001/cargos-pasivos/986/donativos;Subdirector Corporación Administrativa del Poder Judicial;NR001
82164;SUBSECRETARIA DE VIVIENDA Y URBANISMO;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19.886;Andrea Ivanna;Bazaez Ibarra;CHL;CHL;2015-01-20;;https://www.leylobby.gob.cl/instituciones/AP001/cargos-pasivos/987/audiencias;https://www.leylobby.gob.cl/instituciones/AP001/cargos-pasivos/987/viajes;https://www.leylobby.gob.cl/instituciones/AP001/cargos-pasivos/987/donativos;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19886;AP001
82165;SUBSECRETARIA DE VIVIENDA Y URBANISMO;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19.886;Paulina;Carcenac Mariangel;CHL;CHL;2015-01-20;;https://www.leylobby.gob.cl/instituciones/AP001/cargos-pasivos/988/audiencias;https://www.leylobby.gob.cl/instituciones/AP001/cargos-pasivos/988/viajes;https://www.leylobby.gob.cl/instituciones/AP001/cargos-pasivos/988/donativos;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19886;AP001
82166;SUBSECRETARIA DE VIVIENDA Y URBANISMO;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19.886;Gaston ;Ugarte De La Cuadra;CHL;CHL;2015-01-20;;https://www.leylobby.gob.cl/instituciones/AP001/cargos-pasivos/989/audiencias;https://www.leylobby.gob.cl/instituciones/AP001/cargos-pasivos/989/viajes;https://www.leylobby.gob.cl/instituciones/AP001/cargos-pasivos/989/donativos;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19886;AP001
82167;SUBSECRETARIA DE VIVIENDA Y URBANISMO;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19.886;Cristina Lorena;Aravena Muñoz;CHL;CHL;2015-01-20;;https://www.leylobby.gob.cl/instituciones/AP001/cargos-pasivos/990/audiencias;https://www.leylobby.gob.cl/instituciones/AP001/cargos-pasivos/990/viajes;https://www.leylobby.gob.cl/instituciones/AP001/cargos-pasivos/990/donativos;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19886;AP001
82168;SUBSECRETARIA DE VIVIENDA Y URBANISMO;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19.886;Mario Eugenio;Valenzuela Salgado;CHL;CHL;2015-01-20;;https://www.leylobby.gob.cl/instituciones/AP001/cargos-pasivos/991/audiencias;https://www.leylobby.gob.cl/instituciones/AP001/cargos-pasivos/991/viajes;https://www.leylobby.gob.cl/instituciones/AP001/cargos-pasivos/991/donativos;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19886;AP001
82169;CONSEJO DE DEFENSA DEL ESTADO (CDE);Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19.886;Ivanhoe;Aguirre Rivera;CHL;CHL;2015-01-28;2015-02-09;https://www.leylobby.gob.cl/instituciones/AX001/cargos-pasivos/992/audiencias;https://www.leylobby.gob.cl/instituciones/AX001/cargos-pasivos/992/viajes;https://www.leylobby.gob.cl/instituciones/AX001/cargos-pasivos/992/donativos;Jefe Subdepartamento Administrativo;AX001
82170;CONSEJO DE DEFENSA DEL ESTADO (CDE);Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19.886;Sandra;Mosnaim Medina;CHL;CHL;2015-01-28;2015-02-09;https://www.leylobby.gob.cl/instituciones/AX001/cargos-pasivos/993/audiencias;https://www.leylobby.gob.cl/instituciones/AX001/cargos-pasivos/993/viajes;https://www.leylobby.gob.cl/instituciones/AX001/cargos-pasivos/993/donativos;Abogado de Administración General;AX001
82171;CONSEJO DE DEFENSA DEL ESTADO (CDE);Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19.886;Felipe;Burgos Carrasco;CHL;CHL;2015-01-28;2015-02-09;https://www.leylobby.gob.cl/instituciones/AX001/cargos-pasivos/994/audiencias;https://www.leylobby.gob.cl/instituciones/AX001/cargos-pasivos/994/viajes;https://www.leylobby.gob.cl/instituciones/AX001/cargos-pasivos/994/donativos;Encargado de Compras;AX001
82172;POLICÍA DE INVESTIGACIONES DE CHILE;Otro;Leonardo;Acuña Vilches;CHL;CHL;2015-01-19;2015-02-25;https://www.leylobby.gob.cl/instituciones/AD010/cargos-pasivos/995/audiencias;https://www.leylobby.gob.cl/instituciones/AD010/cargos-pasivos/995/viajes;https://www.leylobby.gob.cl/instituciones/AD010/cargos-pasivos/995/donativos;Director General Subrogante;AD010
82173;SUBSECRETARÍA DE PESCA;Subsecretario;Paolo Francisco;Trejo Carmona;CHL;CHL;2015-01-29;2015-02-07;https://www.leylobby.gob.cl/instituciones/AH002/cargos-pasivos/997/audiencias;https://www.leylobby.gob.cl/instituciones/AH002/cargos-pasivos/997/viajes;https://www.leylobby.gob.cl/instituciones/AH002/cargos-pasivos/997/donativos;Subsecretario (S);AH002
82174;ARMADA DE CHILE;Comandante en Jefe;Cristian ;De la Maza Riquelme;CHL;CHL;2015-01-30;2015-02-26;https://www.leylobby.gob.cl/instituciones/AD007/cargos-pasivos/998/audiencias;https://www.leylobby.gob.cl/instituciones/AD007/cargos-pasivos/998/viajes;https://www.leylobby.gob.cl/instituciones/AD007/cargos-pasivos/998/donativos;Comandante en Jefe de la Armada (Subrogante);AD007
82175;SUBSECRETARIA DE VIVIENDA Y URBANISMO;Jefe de gabinete;Luis;Klenner Bahamonde;CHL;CHL;2015-01-29;;https://www.leylobby.gob.cl/instituciones/AP001/cargos-pasivos/1000/audiencias;https://www.leylobby.gob.cl/instituciones/AP001/cargos-pasivos/1000/viajes;https://www.leylobby.gob.cl/instituciones/AP001/cargos-pasivos/1000/donativos;Jefe(a) de Gabinete;AP001
82176;SUBSECRETARIA DE VIVIENDA Y URBANISMO;Jefe de gabinete;Hector Daniel;Opazo Diaz;CHL;CHL;2015-01-29;;https://www.leylobby.gob.cl/instituciones/AP001/cargos-pasivos/1001/audiencias;https://www.leylobby.gob.cl/instituciones/AP001/cargos-pasivos/1001/viajes;https://www.leylobby.gob.cl/instituciones/AP001/cargos-pasivos/1001/donativos;Jefe(a) de Gabinete;AP001
82177;SUBSECRETARIA DE VIVIENDA Y URBANISMO;Otro;Jocelyn ;Figueroa Yousef;CHL;CHL;2015-01-29;;https://www.leylobby.gob.cl/instituciones/AP001/cargos-pasivos/1002/audiencias;https://www.leylobby.gob.cl/instituciones/AP001/cargos-pasivos/1002/viajes;https://www.leylobby.gob.cl/instituciones/AP001/cargos-pasivos/1002/donativos;Jefe(a) Division Tecnica de Estudio y Fomento Habitacional;AP001
82178;SUBSECRETARIA DE VIVIENDA Y URBANISMO;Otro;Hugo;Solari Martini;CHL;CHL;2015-01-29;;https://www.leylobby.gob.cl/instituciones/AP001/cargos-pasivos/1003/audiencias;https://www.leylobby.gob.cl/instituciones/AP001/cargos-pasivos/1003/viajes;https://www.leylobby.gob.cl/instituciones/AP001/cargos-pasivos/1003/donativos;Jefe(a) de Division Administrativa;AP001
82179;SUBSECRETARIA DE VIVIENDA Y URBANISMO;Otro;Pablo Jose;Contrucci Lira;CHL;CHL;2015-01-29;;https://www.leylobby.gob.cl/instituciones/AP001/cargos-pasivos/1004/audiencias;https://www.leylobby.gob.cl/instituciones/AP001/cargos-pasivos/1004/viajes;https://www.leylobby.gob.cl/instituciones/AP001/cargos-pasivos/1004/donativos;Jefe(a) de Division Desarrollo Urbano;AP001
82180;SUBSECRETARIA DE VIVIENDA Y URBANISMO;Otro;Juan Pablo;Gramsch Labra;CHL;CHL;2015-01-29;;https://www.leylobby.gob.cl/instituciones/AP001/cargos-pasivos/1005/audiencias;https://www.leylobby.gob.cl/instituciones/AP001/cargos-pasivos/1005/viajes;https://www.leylobby.gob.cl/instituciones/AP001/cargos-pasivos/1005/donativos;Jefe(a) de Division Politica Habitacional;AP001
82181;SUBSECRETARIA DE VIVIENDA Y URBANISMO;Otro;Gonzalo;Concha Laborde;CHL;CHL;2015-01-29;;https://www.leylobby.gob.cl/instituciones/AP001/cargos-pasivos/1006/audiencias;https://www.leylobby.gob.cl/instituciones/AP001/cargos-pasivos/1006/viajes;https://www.leylobby.gob.cl/instituciones/AP001/cargos-pasivos/1006/donativos;Jefe(a) de Division Informatica;AP001
82182;SUBSECRETARIA DE VIVIENDA Y URBANISMO;Otro;Claudia;Ernst Valencia;CHL;CHL;2015-01-29;;https://www.leylobby.gob.cl/instituciones/AP001/cargos-pasivos/1007/audiencias;https://www.leylobby.gob.cl/instituciones/AP001/cargos-pasivos/1007/viajes;https://www.leylobby.gob.cl/instituciones/AP001/cargos-pasivos/1007/donativos;Jefe(a) Departamento de Compras y Servicios Generales;AP001
82183;SUBSECRETARÍA DE EDUCACIÓN;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19.886;Paulina ;Ortega Veliz;CHL;CHL;2015-01-02;2015-01-02;https://www.leylobby.gob.cl/instituciones/AJ001/cargos-pasivos/1008/audiencias;https://www.leylobby.gob.cl/instituciones/AJ001/cargos-pasivos/1008/viajes;https://www.leylobby.gob.cl/instituciones/AJ001/cargos-pasivos/1008/donativos;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19886;AJ001
82184;SUBSECRETARÍA DE EDUCACIÓN;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19.886;Carlos ;Sepúlveda Aguirre;CHL;CHL;2015-01-02;2015-01-02;https://www.leylobby.gob.cl/instituciones/AJ001/cargos-pasivos/1009/audiencias;https://www.leylobby.gob.cl/instituciones/AJ001/cargos-pasivos/1009/viajes;https://www.leylobby.gob.cl/instituciones/AJ001/cargos-pasivos/1009/donativos;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19886;AJ001
82185;SUBSECRETARÍA DE EDUCACIÓN;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19.886;Mauricio ;Herrera Astudillo;CHL;CHL;2015-01-02;2015-01-02;https://www.leylobby.gob.cl/instituciones/AJ001/cargos-pasivos/1011/audiencias;https://www.leylobby.gob.cl/instituciones/AJ001/cargos-pasivos/1011/viajes;https://www.leylobby.gob.cl/instituciones/AJ001/cargos-pasivos/1011/donativos;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19886;AJ001
82186;SUBSECRETARÍA DE EDUCACIÓN;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19.886; Henry; Ovando Ruíz;CHL;CHL;2015-01-05;2015-01-05;https://www.leylobby.gob.cl/instituciones/AJ001/cargos-pasivos/1012/audiencias;https://www.leylobby.gob.cl/instituciones/AJ001/cargos-pasivos/1012/viajes;https://www.leylobby.gob.cl/instituciones/AJ001/cargos-pasivos/1012/donativos;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19886;AJ001
82187;SUBSECRETARÍA DE EDUCACIÓN;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19.886;Jorge ;Avendaño Sanabria;CHL;CHL;2015-01-05;2015-01-05;https://www.leylobby.gob.cl/instituciones/AJ001/cargos-pasivos/1013/audiencias;https://www.leylobby.gob.cl/instituciones/AJ001/cargos-pasivos/1013/viajes;https://www.leylobby.gob.cl/instituciones/AJ001/cargos-pasivos/1013/donativos;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19886;AJ001
82188;SUBSECRETARÍA DE EDUCACIÓN;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19.886;Alex ;Peraita Díaz;CHL;CHL;2015-01-05;2015-01-05;https://www.leylobby.gob.cl/instituciones/AJ001/cargos-pasivos/1014/audiencias;https://www.leylobby.gob.cl/instituciones/AJ001/cargos-pasivos/1014/viajes;https://www.leylobby.gob.cl/instituciones/AJ001/cargos-pasivos/1014/donativos;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19886;AJ001
82189;SUBSECRETARÍA DE EDUCACIÓN;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19.886;Claudio ;Carmona Zepeda;CHL;CHL;2015-01-07;2015-01-07;https://www.leylobby.gob.cl/instituciones/AJ001/cargos-pasivos/1015/audiencias;https://www.leylobby.gob.cl/instituciones/AJ001/cargos-pasivos/1015/viajes;https://www.leylobby.gob.cl/instituciones/AJ001/cargos-pasivos/1015/donativos;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19886;AJ001
82190;SUBSECRETARÍA DE EDUCACIÓN;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19.886;Luis ;López Sáez;CHL;CHL;2015-01-07;2015-01-07;https://www.leylobby.gob.cl/instituciones/AJ001/cargos-pasivos/1016/audiencias;https://www.leylobby.gob.cl/instituciones/AJ001/cargos-pasivos/1016/viajes;https://www.leylobby.gob.cl/instituciones/AJ001/cargos-pasivos/1016/donativos;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19886;AJ001
82191;SUBSECRETARÍA DE EDUCACIÓN;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19.886;Manuel ;Escamilla Espinoza;CHL;CHL;2015-01-07;2015-01-07;https://www.leylobby.gob.cl/instituciones/AJ001/cargos-pasivos/1017/audiencias;https://www.leylobby.gob.cl/instituciones/AJ001/cargos-pasivos/1017/viajes;https://www.leylobby.gob.cl/instituciones/AJ001/cargos-pasivos/1017/donativos;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19886;AJ001
82192;SUBSECRETARÍA DE EDUCACIÓN;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19.886;Lilian ;Valenzuela Castro;CHL;CHL;2015-01-07;2015-01-07;https://www.leylobby.gob.cl/instituciones/AJ001/cargos-pasivos/1018/audiencias;https://www.leylobby.gob.cl/instituciones/AJ001/cargos-pasivos/1018/viajes;https://www.leylobby.gob.cl/instituciones/AJ001/cargos-pasivos/1018/donativos;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19886;AJ001
82193;SUBSECRETARÍA DE EDUCACIÓN;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19.886;Daniela ;Piña Marín;CHL;CHL;2015-01-07;2015-01-07;https://www.leylobby.gob.cl/instituciones/AJ001/cargos-pasivos/1019/audiencias;https://www.leylobby.gob.cl/instituciones/AJ001/cargos-pasivos/1019/viajes;https://www.leylobby.gob.cl/instituciones/AJ001/cargos-pasivos/1019/donativos;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19886;AJ001
82194;SUBSECRETARÍA DE EDUCACIÓN;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19.886;Elisa ;Suazo Fuenzalida;CHL;CHL;2015-01-07;2015-01-07;https://www.leylobby.gob.cl/instituciones/AJ001/cargos-pasivos/1020/audiencias;https://www.leylobby.gob.cl/instituciones/AJ001/cargos-pasivos/1020/viajes;https://www.leylobby.gob.cl/instituciones/AJ001/cargos-pasivos/1020/donativos;Integrante de Comisión Evaluadora formada en el marco de la Ley N° 19886;AJ001
