FechaInicio_Viaje;FechaTermino_Viaje;Destino_Viaje;CostoTotal_Viaje;Monto_DesgloseViaje;OtroTipo_DesgloseViaje;Nombre_TipoDesglose;Nombre_FinancistaViaje;Apellidos_FinancistaViaje;Nombre_FinancistaViajeEntidad;IDPasivo;IDViaje_CodigoViaje;Nombre_Objeto;Otro_ObjetoViaje;Nombre_Institucion;IDORPortal_Institucion
2015-01-08;2015-01-10;Temuco-Concepción;500559;244963;Viático;Otros;;;Subsecretaría del trabajo;81721;321;Seminarios, Conferencias o Congresos;Seminarios y actividades sobre Agenda Laboral.;SUBSECRETARÍA DEL TRABAJO;AL001
2015-01-22;2015-01-24;Coquimbo;431614;244966;;Estadía;;;Ministerio de Bienes Nacionales;81957;411;Visitas o eventos culturales;Destinaciones, Playa las Tacas, en el marco de la campaña "Acceso a lo nuestro";SUBSECRETARÍA DE BIENES NACIONALES;AQ001
2015-01-29;2015-01-31;Región de La Araucanía y Los Lagos.;244966;244966;Traslado en avión institucional FACH. Viático incluyó gastos de alojamiento y alimentación.;Otros;;;Subsecretaría para las Fuerzas Armadas;81705;300;Visitas técnicas;Visitas a recintos militares de Temuco, Lonquimay, Victoria, Angol, Puerto Montt y Osorno..;SUBSECRETARIA PARA LAS FUERZAS ARMADAS;AD022
2015-01-14;2015-01-16;Antofagasta e iquique;666432;244966;Viatico;Otros;;;Subsecretaría de Previsión Social;81726;312;Relacionamiento institucional;Difusión Agenda Laboral Antofagasta (14-15 de enero) Difusión Agenda Laboral Iquique (16 de enero);SUBSECRETARÍA DE PREVISIÓN SOCIAL;AL002
2015-01-15;2015-01-17;puerto montt;466977;244966;viático;Otros;;;Subsecretaría de Pesca y Acuicultura;81718;392;Entrevistas, reuniones o audiencias;Reuniones con COREPA A.G. X Región; representantes artesanales Comité Manejo Merluza del Sur, Federación Hualaihue y Federación Dalcahué;SUBSECRETARÍA DE PESCA;AH002
2015-01-22;2015-01-24;PUERTO MONTT;527524;244966;VIATICOS;Otros;;;MINISTERIO DE OBRAS PUBLICAS - SUBSECRETARIA;81722;354;Relacionamiento institucional;- REUNIÓN CON SEREMI MOP Y GORE DE LA Xª REGION - LANZAMIENTO PLAN DE INFRAESTRUCTURA PARA EL BORDE COSTERO DEL LAGO LLANQUIHUE;SUBSECRETARÍA DE OBRAS PÚBLICAS;AM001
2015-01-16;2015-01-16;Concepción, Chile;289995;249168;;Pasaje;;;Subsecretaría del Trabajo;81719;444;Entrevistas, reuniones o audiencias;Visita a terreno VIII Región, Concepción y Curanilahue. Reuniones con autoridades y prensa local;SUBSECRETARÍA DEL TRABAJO;AL001
2014-12-26;2014-12-26;Temuco,Chile;295704;254876;;Pasaje;;;Ministerio de Obras Públicas, Subsecretaria;81722;207;Visitas técnicas;Reunión con Autoridades de la Región y Programa de Caminos Básicos de la Región.;SUBSECRETARÍA DE OBRAS PÚBLICAS;AM001
2015-01-08;2015-01-10;Temuco-Concepción;500559;255596;;Pasaje;;;Subsecretaría del Trabajo;81721;321;Seminarios, Conferencias o Congresos;Seminarios y actividades sobre Agenda Laboral.;SUBSECRETARÍA DEL TRABAJO;AL001
2015-01-27;2015-01-31;SAN JOSE, COSTA RICA Y GUATEMALA;642687;257075;;Alimentación;;;MINISTERIO DE RELACIONES EXTERIORES;81810;372;Entrevistas, reuniones o audiencias;PARTICIPAR EN LA III CUMBRE CELAC, SAN JOSE DE COSTA RICA Y ACOMPAÑA A S.E. LA PRESIDENTA DE LA REPUBLICA EN VISITA PRESIDENCIAL, GUATEMALA;SUBSECRETARÍA DE RELACIONES EXTERIORES;AC001
2015-01-08;2015-01-09;Provincia de Ñuble;401873;258978;;Pasaje;;;Subdere;81941;289;Entrevistas, reuniones o audiencias;1. Reunión con la Gobernadora de la Provincia de Ñuble, Sra. Lorena Vera Arriagada. 2. Encuentro con autoridades regionales, provinciales y los alcaldes de las comunas que forman parte de la provincia de Ñuble, que aspira a convertirse en región a través de un proyecto de ley que debe firmar la Presidenta de la República y enviar al Congreso Nacional, en fecha aún no determinada. 3. Visita a la comuna de Quirihue y reunión con el Alcalde.;SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO (SUBDERE);AB002
2014-12-08;2014-12-08;Atacama, Chile;259736;259736;;Pasaje;;;Ministerio de Vivienda y Urbanismo;81731;110;Entrevistas, reuniones o audiencias;Firma acta de traspaso de la obra Parque Urbano Kaukari;SUBSECRETARIA DE VIVIENDA Y URBANISMO;AP001
2014-12-09;2014-12-14;Santiago;385800;260800;Viaja con cometido funcionario;Otros;;;MINISTERIO PUBLICO;34999;14;Entrevistas, reuniones o audiencias;Entrevistas, reuniones o audiencias;MINISTERIO PUBLICO;NR008
2015-01-12;2015-01-12;Puerto Montt, Chile;302934;262106;;Pasaje;;;Subsecretaría de Turismo;81723;337;Relacionamiento institucional;Reunión de coordinación de la próxima cumbre de Turismo Aventura Adventure Travel World Summit 2015.;SUBSECRETARÍA DE TURISMO;AH011
2015-01-28;2015-01-30;Región de Los Lagos, Chile;507154;262188;;Pasaje;;;Ministerio de Vivienda y Urbanismo;81731;421;Entrevistas, reuniones o audiencias;Reuniones con Camara Chilena de Construcción de Puerto Montt y Osorno. Ceremonia entrega de subsidios en San Juan de la Costa - dialogo con Comite Santa Fe. Ceremonia entrega de subsidios en Puerto Montt. Primera piedra proyecto habitacional de Calbuco.;SUBSECRETARIA DE VIVIENDA Y URBANISMO;AP001
2015-01-23;2015-01-23;Concepcion;304046;263118;;Pasaje;;;Subsecretaria de Economia y Empresas de Menor Tamaño;81715;391;Celebraciones, conmemoraciones e inauguraciones,;expositora en ceremonia de lanzamiento de granconcepcion ciudad creativa;SUBSECRETARÍA DE ECONOMÍA;AH001
2014-12-09;2014-12-13;Santiago;637044;263278;Viático y pasajes terrestres;Otros;;;MINISTERIO PUBLICO;35001;6;Entrevistas, reuniones o audiencias;Entrevistas, reuniones o audiencias;MINISTERIO PUBLICO;NR008
2014-12-16;2014-12-16;Puerto Montt;365354;263286;;Pasaje;;;Subsecretaría del Trabajo;81721;182;Entrevistas, reuniones o audiencias;Reunión mesa técnica salmón.;SUBSECRETARÍA DEL TRABAJO;AL001
2015-01-16;2015-01-17;Mendoza - Argentina;725028;266045;Viático;Otros;;;Ministerio de Obras Públicas;81720;417;Relacionamiento institucional;Reunión Gobernador Provincial de Mendoza por Tunel Las Leñas. Análisis de proyectos de infraestructura Chile Mendoza: Sistema Cristo Redentor, Paso Pehuenche, Tren Trasandino Central.;SUBSECRETARÍA DE OBRAS PÚBLICAS;AM001
2014-12-14;2014-12-17;Región de Los Lagos;638271;268099;;Pasaje;;;MINISTERIO PUBLICO;34990;42;Relacionamiento institucional;Relacionamiento institucional;MINISTERIO PUBLICO;NR008
2014-12-14;2014-12-17;Región de Los Lagos;638271;268099;;Pasaje;;;MINISTERIO PUBLICO;34990;42;Visitas técnicas;Visitas Técnicas;MINISTERIO PUBLICO;NR008
2014-12-02;2014-12-02;Puerto Montt;308934;268106;;Pasaje;;;Ministerio de Vivienda y Urbanismo;81732;90;Otro;Reunión con Asociación de funcionarios; atención proyecto Inter conexión Vial Alerce; reunión Comité "Oportunidad Huilliche"; reunión SEREMI -SERVIU; entrega 35 subsidios térmicos, comuna de Frutillar; Encuentro con Comité Techo Digno V, de Llanquihue; Entrega 362 subsidios térmicos en Puerto Montt; entrevista TV, canal local.;SUBSECRETARIA DE VIVIENDA Y URBANISMO;AP001
2014-12-19;2014-12-20;Región de Los Lagos y Los Rios, Chile;411003;268106;;Pasaje;;;Ministerio de Vivienda y Urbanismo;81731;179;Celebraciones, conmemoraciones e inauguraciones,;Primera piedra Comité Villa Emanuel de  Paillaco. Inauguración Plaza 21 de Mayo, entrega de subsidios PPPF, Villa Gabriela Mistral y los Notros de Nontuelá en Futrono.;SUBSECRETARIA DE VIVIENDA Y URBANISMO;AP001
2015-01-13;2015-01-14;Antofagasta;378602;276533;;Pasaje;;;Subsecretaría de Minería;81745;379;Seminarios, Conferencias o Congresos;Participar en Seminario "Diálogo sobre la Exposición Ocupacional a Hipobaria Intermitente Crónica por Gran Altitud";SUBSECRETARÍA DE MINERÍA;AS001
2014-12-29;2014-12-31;Santiago;474273;279971;;Pasaje;;;MINISTERIO PUBLICO;35001;33;Entrevistas, reuniones o audiencias;Entrevistas, reuniones o audiencias;MINISTERIO PUBLICO;NR008
2015-01-23;2015-01-24;Puerto Montt;424000;281000;;Pasaje;;;Subsecretaría de Agricultura;81746;360;Otro;Participar al Inicio de la XIII Fiesta del Cordero y VIII Feria Ovina de Quellón.;SUBSECRETARÍA DE AGRICULTURA;AR001
2015-01-22;2015-01-24;PUERTO MONTT;527524;282558;;Pasaje;;;MINISTERIO DE OBRAS PUBLICAS;81722;354;Relacionamiento institucional;- REUNIÓN CON SEREMI MOP Y GORE DE LA Xª REGION - LANZAMIENTO PLAN DE INFRAESTRUCTURA PARA EL BORDE COSTERO DEL LAGO LLANQUIHUE;SUBSECRETARÍA DE OBRAS PÚBLICAS;AM001
2014-12-30;2014-12-30;Puerto Montt, Chile;316158;285476;;Pasaje;;;Servicio Nacional de la Mujer;81960;216;Celebraciones, conmemoraciones e inauguraciones,;Asistencia a la Inauguración Casa de Acogida en la ciudad de Puerto Montt.;SERVICIO NACIONAL DE LA MUJER (SERNAM);AT001
2014-12-12;2014-12-13;antofagasta,chile;393872;286486;;Pasaje;;;servicio nacional de la mujer;82046;222;Seminarios, Conferencias o Congresos;ministra asiste al encuentro zonal norte , mujeres indígenas;SERVICIO NACIONAL DE LA MUJER (SERNAM);AT001
2014-12-16;2014-12-16;Calama;330414;289586;;Pasaje;;;Subsecretaría de Minería;81744;249;Celebraciones, conmemoraciones e inauguraciones,;Asistir a entrega de infraestructura sistema de agua potable  y tratamiento de aguas servidas para la comuna de Sierra Gorda.;SUBSECRETARÍA DE MINERÍA;AS001
2015-01-12;2015-01-12;COPIAPO;294191;294191;;Pasaje;;;Ministerio de Salud de Chile;82110;413;Relacionamiento institucional;FORTALECIMEINTO DE LAS CAPACIDADES PARA LA EVALUCION Y VIGILANCIA DE PROBLEMAS DE CONTAMINACION ATMOSFERICA QUE AFECTEN LA SALUD DE LA POBLACION;SUBSECRETARÍA DE SALUD PÚBLICA ;AO001
2014-12-15;2014-12-18;Paraná, Argentina;2750502;300063;Viático, 40%;Otros;;;Ministerio de Relaciones Exteriores;81783;239;Seminarios, Conferencias o Congresos;Participar en reunión de Ministros del Mercosur y cumbre de Jefes de Estado Mercosur y Estados Asociados;SUBSECRETARÍA DE RELACIONES EXTERIORES;AC001
2014-12-04;2014-12-04;Atacama;341191;300191;;Pasaje;;;SUBSECRETARIA SALUD PUBLICA;81928;143;Otro;Jueves 4 de diciembre  HORA LUGAR ACTIVIDAD PARTICIPANTES 9.00 Arribo aeropuerto Estarán vehículos Seremia y Servicio Recibe Seremi. Directora servicio de Salud,  espera y recibe  en Hospital San José del Carmen, junto a Intendente. 09:30 Centro de la Mujer, domicilio  Juan Serapio Lois 866 Villa Los sauces. Copiapó. Programa más sonrisas con SERNAM + Beneficiarias, dentista del programa, Alcalde de Copiapó y Directora regional del SERNAM. 10:00 Hospital regional de Copiapó, sala reuniones. Dirección: Los Carrera Nº 1320, Copiapó.  Encuentro Mesa calidad de Salud  Intendente Directora SSA Director Regional SIS Director Regional de Fonasa  10:30 Hospital Regional San José del Carmen de Copiapó. Dirección: Los Carrera Nº 1320, Copiapó.  Recorrido por obras del Hospital   (Intendente la espera por agenda en el Hospital)- Punto de prensa  • Intendente • Parlamentarios • Presidente comisión CORE Inversión Vladimir Muñoz Lagos, Javier Castillo y Roberto Alegría • Mesa Calidad de  • Salud  11:15 Hospital Regional San José del Carmen de Copiapó. Dirección: Los Carrera Nº 1320, Copiapó.  Pto. Prensa • Ministra • Directora Servicio • Seremi • Director Hospital • Presidente Comisiòn Inversión CORE 11:45 Colegio Adventista-  Dirección: Avenida Los Carrera 1106 Copiapó Entrega Primeros lugares Zona  Norte  programa de Promoción “Yo elijo no fumar”                       *Colegios municipalizados en Paro • Primer Lugar categoría 7º básico, Colegio particular subvencionado Adventista de Copiapó. ($2.000.000) • Primer lugar  2º Medio, Colegio Particular Subvencionado Santa Marta de Vallenar ($1.000.000) • Segundo lugar 8º básico y tercer lugar 7º, Liceo PS Héroes de Atacama (mini proyector y equipo música) • Segundo Lugar, colegio municipal de Vallenar  José Caroca la Flor (mini proyector)   12:30 Reunión almuerzo con gremios salud.  Dirección: Club Libanes, Los carreras 350. Reunión almuerzo con gremios  Gremios de la salud  14.30 Traslado a Chañaral Traslado   16:30 CESFAM Dr. Luis Herrera de Chañaral.  Dirección: Merino Jerpa, esquina Domeyko. Chañaral Conoce maqueta del Futuro Cesfam     • Ministra • Parlamentarios • Intendente • Alcalde y concejales • Directora servicio • Seremi • Directora Cesfam  17.00 Auditórium Liceo Federico Varela, Calle Zuleta 221 Chañaral Firma Convenio Punto de Prensa, estará TV local y radios • Ministra • Parlamentarios • Intendente • CORE • Alcalde Diego Almagro y Alcalde Chañaral • Autoridades en general • Comunidad y organizaciones sociales 18.00 Sala del  Liceo Federico Varela, Calle Zuleta 221 Chañara Reunión Madre caso Coqueluche   • Madre Julie Maturana Rojas  18.15 Traslado aeropuerto;SUBSECRETARÍA DE SALUD PÚBLICA ;AO001
2014-12-09;2014-12-12;Santiago;645078;301550;$260.800 monto viático
$ 40.750 gastos de traslado (aeropuerto-lugar de alojamiento-lugar de reunión);Otros;;;MINISTERIO PUBLICO;35000;5;Entrevistas, reuniones o audiencias;Entrevistas, reuniones o audiencias;MINISTERIO PUBLICO;NR008
2014-12-05;2014-12-12;Santiago;543870;306824;Viático;Otros;;;MINISTERIO PUBLICO;34991;4;Entrevistas, reuniones o audiencias;Entrevistas, reuniones o audiencias;MINISTERIO PUBLICO;NR008
2014-12-21;2014-12-22;Perú;311305;311305;Viático;Otros;;;Subsecretaría para las Fuerzas Armadas;81705;117;Celebraciones, conmemoraciones e inauguraciones,;Botadura del B.E. "Unión" (Perú);SUBSECRETARIA PARA LAS FUERZAS ARMADAS;AD022
2014-12-14;2014-12-16;REGION DE LOS LAGOS;313886;313886;;Pasaje;;;SUBSECRETARIA DE SALUD;81928;146;Otro;- DIA DOMINGO 14 RECORRIDO HOSPITAL DE QUEILEN - CHILOE - FIRMA CONVENIO DE PROGRAMACION DE INVERSIONES EN SALUD PARA PERIODO 2014-2022 - 15 Y 16 Encuentro Nacional de Directivos de Salud;SUBSECRETARÍA DE SALUD PÚBLICA ;AO001
2014-12-09;2014-12-10;Valdivia;457334;314469;;Pasaje;;;Subsecretaria del Medio Ambiente;81752;119;Relacionamiento institucional;Ceremonia de Inauguración del Tercer Tribunal Ambiental en Chile;SUBSECRETARÍA DEL MEDIO AMBIENTE;AW002
2015-01-06;2015-01-10;BEIJING, CHINA;16582780;316360;;Alimentación;;;MINISTERIO DE RELACIONES EXTERIORES;81810;309;Entrevistas, reuniones o audiencias;REUNION CELAC-CHINA;SUBSECRETARÍA DE RELACIONES EXTERIORES;AC001
2015-01-22;2015-01-23;Tarapaca, Chile;462885;319988;;Pasaje;;;Ministerio de Vivienda y Urbanismo;81731;365;Otro;Entrega de subsidios a 51 familias del comité Pampa Ilusion, comuna de Huara. Inicio demolición Las Dunas I, comuna de Iquique. Inicio de obras de reparación condominio social Los Alelíes, comuna de Iquique.;SUBSECRETARIA DE VIVIENDA Y URBANISMO;AP001
2014-12-10;2014-12-12;Santiago;322478;322478;Viaje a Stgo;Otros;;;Corporacion Administrativa del Poder Judicial;81912;128;Otro;Capacitacion Team Work Shop y participacion en encuentro nacional de COnsejos de Coordinacion Zonal.;CORPORACIÓN ADMINISTRATIVA DEL PODER JUDICIAL;NR001
2015-01-14;2015-01-17;Ciudad de México, México;5511715;324462;Viático;Otros;;;Ministerio de Relaciones Exteriores;81783;454;Entrevistas, reuniones o audiencias;Participar en Reunión de Consultas Políticas Chile-México;SUBSECRETARÍA DE RELACIONES EXTERIORES;AC001
2015-01-19;2015-01-19;Antofagasta, Chile;357097;326416;;Pasaje;;;Servicio Nacional de la Mujer;81960;324;Celebraciones, conmemoraciones e inauguraciones,;Asistencia a la Inauguración de la Casa de Acogida de la comuna de Tocopilla.;SERVICIO NACIONAL DE LA MUJER (SERNAM);AT001
2015-01-08;2015-01-09;Arica;477;334026;;Pasaje;;;Ministerio de Bienes Nacionales;81957;410;Visitas o eventos culturales;Ministro viaja a la región de Arica y Parinacota, para participar en evento “Canto a la Cultura Chinchorro”;SUBSECRETARÍA DE BIENES NACIONALES;AQ001
2014-11-30;2014-12-01;Iquique;469713;334906;;Pasaje;;;Estado Mayor Conjunto;81695;85;Celebraciones, conmemoraciones e inauguraciones,;Representar al Jefe del Estado Mayor Conjunto en la ceremonia de conmemoración del aniversario del Comando Conjunto Norte;ESTADO MAYOR CONJUNTO;AD023
2014-12-08;2014-12-12;Santiago, Fiscalía Nacional.;462836;337506;Viático para fiscal.;Otros;;;MINISTERIO PUBLICO;34998;13;Entrevistas, reuniones o audiencias;Entrevistas, reuniones o audiencias;MINISTERIO PUBLICO;NR008
2014-12-16;2014-12-17;Arica, Chile;482103;339206;;Pasaje;;;Ministerio de Obras Públicas, Subsecretaria;81722;206;Visitas técnicas;Reunión con autoridades de la región, Programa Caminos Básicos;SUBSECRETARÍA DE OBRAS PÚBLICAS;AM001
2014-12-29;2014-12-31;Arica y Parinacota, Chile;482103;339206;;Pasaje;;;Ministerio de Vivienda y Urbanismo;81731;237;Visitas técnicas;Inspección avance de reconstrucción Arica - Parinacota;SUBSECRETARIA DE VIVIENDA Y URBANISMO;AP001
2014-12-09;2014-12-11;Región Metropolitana;447974;340586;;Pasaje;;;MINISTERIO PUBLICO;35007;8;Entrevistas, reuniones o audiencias;Entrevistas, reuniones o audiencias;MINISTERIO PUBLICO;NR008
2014-12-02;2014-12-05;París, Francia;2945924;343161;;Alimentación;;;Organización para la Cooperación y Desarrollo Económico, OCDE;82073;269;Seminarios, Conferencias o Congresos;Invitación a "Forum on Financing Democracy and Averting Policy Capture", organizado por la OCDE en cooperación con internacional IDEA y la Organización de Estados Americanos. La actividad consistió en asistir y participar en los debates como asimismo ser uno de los expositores del foro   en la OCDE en el tema "Ensuring compliance through effective incentive mechanisms", como representante del Servicio Electoral;SERVICIO ELECTORAL (SERVEL);AB006
2014-12-02;2014-12-05;París, Francia;2945924;343161;;Estadía;;;Organización para la Cooperación y Desarrollo Económico, OCDE;82073;269;Seminarios, Conferencias o Congresos;Invitación a "Forum on Financing Democracy and Averting Policy Capture", organizado por la OCDE en cooperación con internacional IDEA y la Organización de Estados Americanos. La actividad consistió en asistir y participar en los debates como asimismo ser uno de los expositores del foro   en la OCDE en el tema "Ensuring compliance through effective incentive mechanisms", como representante del Servicio Electoral;SERVICIO ELECTORAL (SERVEL);AB006
2014-12-09;2014-12-12;Santiago;645078;343528;;Pasaje;;;MINISTERIO PUBLICO;35000;5;Entrevistas, reuniones o audiencias;Entrevistas, reuniones o audiencias;MINISTERIO PUBLICO;NR008
2014-12-29;2014-12-30;Santiago;451794;344406;;Pasaje;;;MINISTERIO PUBLICO;34991;21;Otro;Otro;MINISTERIO PUBLICO;NR008
2015-01-16;2015-01-18;Calama;347041;347041;;Estadía;;;Subsecretaria de Energía;81764;363;Entrevistas, reuniones o audiencias;Visita a terreno:   -Visita a la Cooperativa Eléctrica  -Visita a nuevo loteo Calvario -Visita a aillu de Coyo.  Reunión con dirigentes de Comunidades de Pueblos Atacameños. Reunión con Comunidades Indígenas y representantes de la sociedad civil.;SUBSECRETARIA DE ENERGÍA;AU002
2014-12-03;2014-12-04;Iquique;650000;350000;;Pasaje;;;Subsecretaría de Agricultura;81746;73;Celebraciones, conmemoraciones e inauguraciones,;Inauguración obra en la Tirana, reunión con agricultores en la comuna de Pica, visita a predios agricolas y visita al terminal agropecuario de Iquique;SUBSECRETARÍA DE AGRICULTURA;AR001
2015-01-26;2015-01-27;Iquique, Chile;350560;350560;viàtico;Otros;;;Policia de Investigaciones de Chile;81724;448;Relacionamiento institucional;Reuniòn con personal institucional;POLICÍA DE INVESTIGACIONES DE CHILE;AD010
2014-11-29;2014-12-02;Patagonia;583045;351947;;Pasaje;;;Ministerio de Bienes Nacionales;81957;244;Relacionamiento institucional;Ministro viaja a la Región de Aysén junto con Rector de la Pontificia Universidad Católica de Chile a conocer proyecto Bahía Exploradores en la Patagonia, que incluye investigación de flora y fauna nativa, cambio climático, huella de carbono e impacto de industrias en el territorio austral.  La actividades incluye:  1. Visita a Bahía Exploradores de la UC 2. Entrega de renovación de concesión Terrenos UC;SUBSECRETARÍA DE BIENES NACIONALES;AQ001
2015-01-27;2015-01-28;Punta Arenas;495;352538;;Pasaje;;;Subsecretaria del Medio Ambiente;81752;407;Entrevistas, reuniones o audiencias;Visitar el Laboratorio de Ozono de la Universidad de Magallanes. Además realizar una reunión informativa sobre la consulta pública del anteproyecto de la  "Contribución Nacional Tentativa del Cambio Climático";SUBSECRETARÍA DEL MEDIO AMBIENTE;AW002
2014-12-03;2014-12-04;Punta Arenas, Chile;440000;367000;;Pasaje;;;Consejo para la Transparencia;81698;113;Visitas técnicas;Jornada de Reporte de Cumplimiento de Gestión en Transparencia Municipal, organizada por el Consejo para la Transparencia y Municipios de la Región de Magallanes.;CONSEJO PARA LA TRANSPARENCIA;CT001
2014-12-14;2014-12-17;Región de Los Lagos;638271;370172;Monto Pasajes Aéreos:
$ 268.099

Monto Viático Institucional: 
$370.172

* Traslados internos dentro de la Región son gestionados por Fiscalía Regional de Los Lagos;Otros;;;MINISTERIO PUBLICO;34990;42;Relacionamiento institucional;Relacionamiento institucional;MINISTERIO PUBLICO;NR008
2014-12-14;2014-12-17;Región de Los Lagos;638271;370172;Monto Pasajes Aéreos:
$ 268.099

Monto Viático Institucional: 
$370.172

* Traslados internos dentro de la Región son gestionados por Fiscalía Regional de Los Lagos;Otros;;;MINISTERIO PUBLICO;34990;42;Visitas técnicas;Visitas Técnicas;MINISTERIO PUBLICO;NR008
2014-12-29;2014-12-30;Santiago de Chile;450232;373526;;Pasaje;;;MINISTERIO PUBLICO;35007;27;Relacionamiento institucional;Relacionamiento institucional;MINISTERIO PUBLICO;NR008
2014-12-09;2014-12-13;Santiago;637044;373766;;Pasaje;;;MINISTERIO PUBLICO;35001;6;Entrevistas, reuniones o audiencias;Entrevistas, reuniones o audiencias;MINISTERIO PUBLICO;NR008
2015-01-15;2015-01-18;Arica;522437;374031;;Estadía;;;Ministerio Secretaria General de Gobierno;81689;358;Otro;Visita Regional: AGENDA  VIERNES 16  09:00 horas  Desayuno Medios de Comunicación/Fondo de Medios. Dependencias Gobierno Regional.  11:00 horas  Entrevista en Radio Puerta Norte 92.1 FM. Parque Lauca  11:30 horas Difusión entrega gratuita Certificados Vigencia Organizaciones Sociales Registro Civil e Identificación. Oficinas Registro Civil  12.00 horas Reunión con equipo de trabajo Seremi. Oficinas Gobierno Regional.   13:00 horas Entrevista radial Noticiero Ojo de Águila, Radio Cappissima Multimedial. 21 de Mayo esquina Gral Lagos. (GANADORA FONDO MEDIOS 2014)   13.45 horas Almuerzo   17:00 horas Encuentro con ganadores FFOIP Regional (3) y Nacional (1). Sede Social Pacha Aru.      19:00 horas Recorrido Proyecto FIL inserto en Programa Quiero Mi Barrio con Certificación en Sede Social Junta Vecinal Norte Grande.   21:30 horas Entrevista Noticiero Arica TV, Edificio Plaza  SABADO 17     09:30 horas  Reunión Nueva Mayoría. Dependencias Gobierno Regional.  11:00 horas Promoción Campaña Nacional “Entrega tu arma” (lugar por definir).  12:00 horas  Participación en muestra de Brigada Juvenil Bomberos (única en Chile) beneficiada con Fondo FIL.;SUBSECRETARIA GENERAL DE GOBIERNO;AG001
2014-11-26;2014-12-03;Santiago;495244;374846;Viático;Otros;;;MINISTERIO PUBLICO;35018;61;Entrevistas, reuniones o audiencias;Entrevistas, reuniones o audiencias;MINISTERIO PUBLICO;NR008
2014-11-26;2014-12-03;Santiago;495244;374846;Viático;Otros;;;MINISTERIO PUBLICO;35018;61;Seminarios, Conferencias o Congresos;Seminarios, Conferencias o Congresos;MINISTERIO PUBLICO;NR008
2014-12-02;2014-12-07;Washington DC, Estados Unidos;5165;378306;;Alimentación;;;Banco Interamericano de Desarrollo;81960;186;Seminarios, Conferencias o Congresos;Invitación a participar del Diálogo Regional de Política de la Red de Igualdad de Género/La Violencia contra las Mujeres: Avanzando hacia soluciones basadas en la evidencia", organizado por el Banco Interamericano de Desarrollo;SERVICIO NACIONAL DE LA MUJER (SERNAM);AT001
2014-12-15;2014-12-16;Punta Arenas;522000;379000;;Pasaje;;;Estado Mayor Conjunto;81693;167;Entrevistas, reuniones o audiencias;Reunión del Comité de Planificación Antártica;ESTADO MAYOR CONJUNTO;AD023
2015-01-27;2015-01-31;SAN JOSE, COSTA RICA Y GUATEMALA;642687;385612;;Estadía;;;MINISTERIO DE RELACIONES EXTERIORES;81810;372;Entrevistas, reuniones o audiencias;PARTICIPAR EN LA III CUMBRE CELAC, SAN JOSE DE COSTA RICA Y ACOMPAÑA A S.E. LA PRESIDENTA DE LA REPUBLICA EN VISITA PRESIDENCIAL, GUATEMALA;SUBSECRETARÍA DE RELACIONES EXTERIORES;AC001
2014-12-16;2014-12-17;Arica / Valparaíso;655115;388115;;Pasaje;;;Subsecretaría de Agricultura;81747;165;Visitas técnicas;1) Reunión en la Intendencia Regional junto al equipo asesor de la Seremi de Agricultura, visita al Valle de Azapa, Entrevista en canal regional Arica TV, reuniones con dirigentes de Asoagro y Agronor y con el Gabinete del Agro Regional. 2) Comisión Hacienda financiamiento a la implementación de la Ley Cites (SAG, CONAF) y aprobación del Proyecto de Ley sobre Asignación Fitozoosanitaria y modificaciones a la Planta del SAG.;SUBSECRETARÍA DE AGRICULTURA;AR001
2014-12-04;2014-12-05;Antofagasta, Chile;532788;389891;;Pasaje;;;Ministerio de Vivienda y Urbanismo;81732;108;Entrevistas, reuniones o audiencias;Reunión con autoridades del sector vivienda a nivel regional, visita centro recreacional y deportivo Villa Esperanza, visita obras en Talamar-Hangaroa y Plaza Freire, entrevista TV y prensa escrita;SUBSECRETARIA DE VIVIENDA Y URBANISMO;AP001
2015-01-09;2015-01-09;Antofagasta;437827;390000;;Pasaje;;;Subsecretaria de Transportes;81709;304;Otro;Reunión con Gobierno Regional por Proyecto Metro Cable;SUBSECRETARIA DE TRANSPORTES;AN001
2014-12-04;2014-12-05;Arica;493013;391706;;Pasaje;;;CNCA;82031;130;Relacionamiento institucional;Articulación del trabajo de la dirección regional del CNCA con los alcaldes de Tarapacá y, Arica y Parinacota.;CONSEJO NACIONAL DE LA CULTURA Y LAS ARTES (CNCA);AV001
2015-01-08;2015-01-09;Iquique, Chile;535693;392796;;Pasaje;;;Subsecretaría de Turismo;81723;336;Eventos deportivos;Llegada de los corredores al podio Rally Dakar 2015;SUBSECRETARÍA DE TURISMO;AH011
